,team name,costs,emissions,selfsufficiency,chps,boilers,windturbines,heatpumps,EES,TES,PV,solarthermal,el_from_pv,el_from_wind,el_from_chp,el_from_grid,el_demand,el_hp_demand,el_excess,total_el_demand,heat_from_chp,heat_from_boiler,heat_from_solar,heat_from_hp,heat_shortage,heat_excess,heat_demand,em_chp,em_boiler,em_el_shortage,em_heat_shortage,var_costs_gas,var_costs_el,var_costs_heat,var_costs_total,annuity_chp,annuity_boiler,annuity_wind,annuity_hp,annuity_storage_el,annuity_storage_th,annuity_pv,annuity_solar_th,annuity_PV_pp,total_annuity
1,1,1339.9661683671616,2697.3627260664734,23.305517675654084,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.64,1211.350697618288,0.0,0.0,1226.02866754732,1908.1896351033001,0.0,529.18973022058,1908.1896351033001,0.0,0.0,1284.3236312097515,0.0,9388.9567220397,140.23272039140002,10533.047632585301,0.0,0.0,613.01433377366,2084.3483922928135,0.0,220.6851601585176,938.89567220397,1159.5808323624876,0.0,0.0,0.0,0.0,0.0,0.0,42.368086036685,105.92021509171252,32.09703487627652,180.385336004674
