Counter,Demand_el [MWh],Demand_th [MWh],Sol_irradiation [Wh/sqm],Wind_power [kW/unit]
5033,2.885224507,4.908163265,276.7623913,1224.227827
5034,2.737674177,4.908163265,169.9797185,1598.580318
5035,2.669306846,4.908163265,64.11481823,966.1629761
5036,2.47458086,5.471428571,7.990131571,1017.044992
5037,2.359059855,5.471428571,0,1598.580318
5038,2.109771902,5.471428571,0,1279.69323
5039,1.715461671,5.471428571,0,1662.027705
5040,1.445157908,5.471428571,0,1757.198785
5041,1.262720454,5.471428571,0,1557.020247
5042,1.156630184,5.471428571,0,1557.020247
5043,1.145946415,5.471428571,0,1118.809025
5044,1.255751823,5.659183673,0,1224.227827
5045,1.53583805,5.471428571,7.990131571,966.1629761
5046,2.133997239,5.659183673,50.60416662,966.1629761
5047,2.670537898,5.565306122,95.33591012,864.3989433
5048,2.93488425,5.659183673,217.7197704,1118.809025
5049,3.088501906,5.471428571,393.5339472,1335.158634
5050,3.265465577,5.471428571,266.2473581,1630.304011
5051,3.457026002,5.471428571,477.5734872,1118.809025
5052,3.396506625,5.565306122,640.4493965,966.1629761
5053,3.263860813,6.22244898,616.7879032,1630.304011
5054,3.233370302,6.316326531,677.9313579,1501.554844
5055,3.066320994,6.034693878,366.5627798,1662.027705
5056,2.934796318,6.034693878,545.2617267,1598.580318
5057,2.843346769,6.034693878,155.1399493,1446.08944
5058,2.739081094,6.034693878,159.1460571,533.6173233
5059,2.608237893,6.034693878,67.35949243,1017.044992
5060,2.326590868,7.16122449,13.38147451,573.6481642
5061,2.168049006,7.16122449,0,161.2258937
5062,1.929796551,7.16122449,0,195.6238585
5063,1.550764551,6.691836735,0,237.6585173
5064,1.256938908,5.659183673,0,95.4573799
5065,1.094923722,5.471428571,0,148.0721909
5066,0.991009775,5.471428571,0,148.0721909
5067,0.99419732,3.969387755,0,74.03857109
5068,1.072369097,4.720408163,0,65.88899438
5069,1.339221519,5.846938776,16.0448517,49.58984097
5070,1.906208723,6.316326531,58.09199551,57.73941767
5071,2.399992321,7.255102041,247.2430422,148.0721909
5072,2.698236559,7.255102041,365.8767214,258.6758467
5073,2.813515751,7.255102041,538.1814671,258.6758467
5074,3.004988244,6.034693878,544.4739202,279.6931761
5075,3.045371133,6.034693878,610.6899309,442.7156407
5076,3.014550877,6.034693878,524.9973543,382.380178
5077,2.881531353,6.034693878,609.0565476,412.5479093
5078,2.716900181,6.034693878,573.2525511,412.5479093
5079,2.56482134,6.034693878,566.4479363,322.0447154
5080,2.457829764,6.034693878,421.5247184,174.6065291
5081,2.417908519,6.034693878,292.2930168,148.0721909
5082,2.325249901,6.034693878,116.5354469,82.30367714
5083,2.198297703,6.034693878,70.08745817,3.036309224
5084,1.987216316,6.034693878,13.31688595,15.61811186
5085,1.861890865,6.034693878,0,0
5086,1.649842223,5.846938776,0,0
5087,1.325965731,5.940816327,0,0
5088,1.097034096,5.940816327,0,0
5089,0.925786022,5.565306122,0,0
5090,0.803384318,5.846938776,0,0
5091,0.741963636,5.846938776,0,2.147101078
5092,0.725762117,5.846938776,0,1.718175988
5093,0.758692748,5.940816327,13.31688595,0
5094,0.91916912,6.128571429,72.96018112,0
5095,1.271381782,5.940816327,199.4987752,6.181759882
5096,1.634388128,5.846938776,459.8297861,49.58984097
5097,1.856570963,6.034693878,616.2399663,121.7647854
5098,1.982248144,5.940816327,866.1042457,503.0511033
5099,2.044086504,6.034693878,975.0403592,613.679005
5100,1.900031482,5.940816327,1008.997337,300.7105055
5101,1.762021802,5.471428571,988.601384,161.2258937
5102,1.693676454,5.471428571,872.6832958,279.6931761
5103,1.605986009,5.095918367,729.2268816,195.6238585
5104,1.544125665,5.095918367,545.563074,21.90901318
5105,1.62772726,4.814285714,359.2771195,57.73941767
5106,1.641158912,4.43877551,132.9007993,74.03857109
5107,1.57593516,4.43877551,53.39672092,33.29068755
5108,1.38090141,4.43877551,10.65350876,0
5109,1.335902077,4.908163265,0,0.002475629
5110,1.214797373,5.002040816,0,3.036309224
5111,0.931985247,5.002040816,0,0
5112,0.691600435,5.002040816,0,0
5113,0.553326958,4.908163265,0,0
5114,0.447830231,5.002040816,0,0
5115,0.399643353,4.908163265,0,21.90901318
5116,0.369108876,4.908163265,0,57.73941767
5117,0.33413382,5.37755102,8.119308682,1.718175988
5118,0.376737,6.128571429,53.91677066,9.327210541
5119,0.604899228,6.128571429,230.1029245,9.327210541
5120,0.903143466,5.940816327,431.7561278,25.14111085
5121,1.173557144,5.659183673,663.4534268,174.6065291
5122,1.372196116,4.908163265,838.5505093,134.9184882
5123,1.48914602,4.814285714,956.0998406,121.7647854
5124,1.461425376,4.814285714,981.4253924,148.0721909
5125,1.355774767,4.532653061,980.0042307,174.6065291
5126,1.259576876,4.532653061,870.1680968,108.6110827
5127,1.199629059,4.532653061,682.7016247,108.6110827
5128,1.193122072,4.532653061,583.6450387,25.14111085
5129,1.279295685,4.532653061,382.3094183,18.76356252
5130,1.36914047,4.532653061,177.9777533,49.58984097
5131,1.405896154,4.063265306,45.72953212,33.29068755
5132,1.369580132,4.063265306,15.98026314,21.90901318
5133,1.421130418,4.063265306,0,0
5134,1.402115067,4.157142857,0,0
5135,1.117676194,4.063265306,0,15.61811186
5136,0.889162237,4.157142857,0,9.327210541
5137,0.753065083,4.063265306,0,41.44026426
5138,0.695161691,4.157142857,0,18.76356252
5139,0.715627924,4.532653061,0,25.14111085
5140,0.803230437,5.095918367,0,1.718175988
5141,1.068236281,4.908163265,13.38147451,0
5142,1.739950805,5.471428571,51.63872808,21.90901318
5143,2.267830137,5.565306122,241.3136171,65.88899438
5144,2.575571059,5.37755102,405.5612215,108.6110827
5145,2.747192844,5.37755102,645.0326642,258.6758467
5146,2.923255209,5.095918367,810.8502197,773.8023685
5147,3.074388779,5.095918367,940.7631354,382.380178
5148,3.044909489,4.720408163,782.457383,195.6238585
5149,2.996107086,4.251020408,656.5342066,134.9184882
5150,2.905866605,4.157142857,816.8922764,57.73941767
5151,2.831871609,4.251020408,740.3783918,74.03857109
5152,2.708128939,4.344897959,564.0869884,148.0721909
5153,2.629319652,4.251020408,317.6527993,134.9184882
5154,2.531692862,4.344897959,161.8930235,74.03857109
5155,2.435692818,4.063265306,43.77662905,15.61811186
5156,2.223732109,3.969387755,5.391342936,33.29068755
5157,2.122324232,3.969387755,0,121.7647854
5158,1.877147111,3.875510204,0,82.30367714
5159,1.524802551,3.969387755,0,108.6110827
5160,1.258763503,3.969387755,0,82.30367714
5161,1.090988753,3.969387755,0,82.30367714
5162,0.987008857,3.875510204,0,108.6110827
5163,1.011212212,4.063265306,0,65.88899438
5164,1.07955756,3.969387755,0,148.0721909
5165,1.335814144,3.969387755,8.119308682,258.6758467
5166,1.899152159,3.969387755,50.7620238,503.0511033
5167,2.424921117,3.969387755,227.2813669,442.7156407
5168,2.720747218,4.063265306,449.5190028,237.6585173
5169,2.87326572,4.063265306,661.6115625,82.30367714
5170,3.035083059,3.969387755,784.3456307,57.73941767
5171,3.204022911,4.063265306,711.0986649,41.44026426
5172,3.170982365,3.969387755,734.5512477,148.0721909
5173,3.147020824,3.875510204,715.9148925,258.6758467
5174,3.016551336,3.875510204,598.3585555,300.7105055
5175,2.840708801,3.969387755,165.6529155,1118.809025
5176,2.769065994,4.063265306,50.60416662,1662.027705
5177,2.712921247,3.969387755,74.37069131,773.8023685
5178,2.673703459,3.969387755,42.61403504,195.6238585
5179,2.574977516,4.063265306,37.28728066,57.73941767
5180,2.356399904,3.969387755,7.990131571,74.03857109
5181,2.228722265,3.875510204,0,57.73941767
5182,1.936567335,3.969387755,0,533.6173233
5183,1.55929398,3.969387755,0,472.883372
5184,1.29224371,3.969387755,0,95.4573799
5185,1.106684661,3.781632653,0,41.44026426
5186,1.012773009,3.969387755,0,57.73941767
5187,1.0066837,3.969387755,0,3.036309224
5188,1.108707103,4.157142857,0,74.03857109
5189,1.343903912,4.43877551,10.71809732,49.58984097
5190,1.882313132,4.814285714,62.38268151,21.90901318
5191,2.375327323,4.814285714,227.7371737,18.76356252
5192,2.654314396,4.908163265,399.7768865,74.03857109
5193,2.756425732,4.626530612,625.6921469,65.88899438
5194,2.90059067,4.43877551,848.9134559,174.6065291
5195,3.077400459,3.969387755,970.301574,161.2258937
5196,3.061001092,3.875510204,1025.826171,237.6585173
5197,2.981048686,4.157142857,986.3312846,161.2258937
5198,2.893358241,4.063265306,880.867225,41.44026426
5199,2.766362077,3.875510204,697.6193016,18.76356252
5200,2.595443749,3.875510204,580.5836309,12.4726612
5201,2.557281149,3.969387755,336.5730426,2.147101078
5202,2.516854293,3.969387755,156.4770001,18.76356252
5203,2.412412753,3.969387755,45.85870924,18.76356252
5204,2.209091388,3.969387755,5.326754381,18.76356252
5205,2.153100522,4.063265306,0,25.14111085
5206,1.917266204,3.969387755,0,33.29068755
5207,1.54480714,3.875510204,0,15.61811186
5208,1.308731009,4.063265306,0,3.036309224
5209,1.161664306,3.875510204,0,18.76356252
5210,1.091626262,3.875510204,0,33.29068755
5211,1.067972485,4.251020408,0,95.4573799
5212,1.147639111,4.344897959,0,21.90901318
5213,1.393497706,4.344897959,5.391342936,0.431400719
5214,1.91816751,4.626530612,48.00882291,12.4726612
5215,2.399640592,4.532653061,245.3095186,0.860325809
5216,2.68432128,4.251020408,416.5171607,1.289250898
5217,2.82879398,3.969387755,670.3446282,41.44026426
5218,2.986764283,3.781632653,855.5009373,18.76356252
5219,3.136468953,3.781632653,945.5876182,18.76356252
5220,3.099383523,3.875510204,994.4871963,41.44026426
5221,3.019826812,3.875510204,942.7738164,57.73941767
5222,3.003075717,3.687755102,861.2147636,74.03857109
5223,2.903008807,3.875510204,705.4664483,74.03857109
5224,2.799248742,3.687755102,521.4109449,65.88899438
5225,2.747830353,3.781632653,283.3093614,74.03857109
5226,2.691179996,3.875510204,150.3691941,41.44026426
5227,2.602038669,3.781632653,38.12693189,3.036309224
5228,2.393375419,3.687755102,5.326754381,0
5229,2.307861297,3.781632653,0,2.576026168
5230,2.040679129,3.875510204,0,65.88899438
5231,1.642653761,3.875510204,0,121.7647854
5232,1.347157406,3.781632653,0,195.6238585
5233,1.164324257,3.687755102,0,49.58984097
5234,1.076567863,3.687755102,0,33.29068755
5235,1.080458865,3.875510204,0,49.58984097
5236,1.142846803,3.781632653,0,41.44026426
5237,1.386485108,3.687755102,8.054720127,1.718175988
5238,1.899393973,3.875510204,51.64884816,1.718175988
5239,2.414435195,3.875510204,206.7368374,25.14111085
5240,2.70333663,3.687755102,421.3751157,174.6065291
5241,2.869594548,3.687755102,605.9746447,966.1629761
5242,3.050383272,3.781632653,788.2556875,1118.809025
5243,3.176368216,3.781632653,899.9491381,613.679005
5244,3.095250707,3.781632653,957.1537104,382.380178
5245,3.00366926,3.781632653,934.1409797,322.0447154
5246,2.893292292,3.875510204,853.744686,412.5479093
5247,2.770736707,3.781632653,716.0600299,813.8332093
5248,2.691179996,3.781632653,539.3751563,813.8332093
5249,2.630484754,3.687755102,337.5587225,613.679005
5250,2.506698117,3.687755102,147.4975751,503.0511033
5251,2.401113458,3.687755102,43.58286338,258.6758467
5252,2.139822751,3.687755102,5.391342936,108.6110827
5253,2.031094513,3.781632653,0,9.327210541
5254,1.814561326,3.781632653,0,41.44026426
5255,1.484925272,3.781632653,0,134.9184882
5256,1.210312828,3.969387755,0,41.44026426
5257,1.042384197,3.875510204,0,1.718175988
5258,0.924115309,3.875510204,0,0
5259,0.933458112,3.781632653,0,258.6758467
5260,0.93444735,3.875510204,0,258.6758467
5261,1.020972692,3.875510204,5.391342936,65.88899438
5262,1.215500831,3.875510204,45.68246068,49.58984097
5263,1.520032226,3.969387755,58.33709102,148.0721909
5264,1.837247849,3.875510204,59.1280781,300.7105055
5265,2.127666116,3.781632653,109.864408,18.76356252
5266,2.284867012,3.781632653,93.21820166,21.90901318
5267,2.372953152,3.875510204,258.4263128,9.327210541
5268,2.333889246,3.781632653,802.7510278,216.6411879
5269,2.171896042,3.875510204,771.5490184,503.0511033
5270,2.033644549,3.781632653,514.621515,773.8023685
5271,1.959759468,3.781632653,341.1909063,613.679005
5272,1.870376328,3.593877551,298.0492005,693.7406867
5273,1.850547603,3.781632653,214.3686795,813.8332093
5274,1.854152826,3.781632653,166.3414401,1017.044992
5275,1.799502927,3.687755102,53.26754381,693.7406867
5276,1.604689008,3.875510204,15.98026314,653.7098459
5277,1.543905834,3.875510204,0,134.9184882
5278,1.38549587,3.875510204,0,18.76356252
5279,1.107190272,3.781632653,0,74.03857109
5280,0.861221761,3.875510204,0,33.29068755
5281,0.665638435,3.875510204,0,57.73941767
5282,0.549853634,3.781632653,0,25.14111085
5283,0.508613404,3.781632653,0,2.576026168
5284,0.52945335,3.781632653,0,12.4726612
5285,0.520748056,3.875510204,7.990131571,0
5286,0.551040719,3.781632653,51.10617159,0
5287,0.782082729,4.43877551,217.7745409,0
5288,1.06148748,4.344897959,415.4641078,41.44026426
5289,1.293518728,4.251020408,624.7982574,216.6411879
5290,1.467690549,4.157142857,817.2273319,161.2258937
5291,1.655865583,4.157142857,960.521305,161.2258937
5292,1.637597656,4.063265306,996.965937,161.2258937
5293,1.510777356,5.940816327,940.1180661,174.6065291
5294,1.420778689,5.753061224,826.6467327,195.6238585
5295,1.373471134,5.189795918,722.4038611,237.6585173
5296,1.360193363,4.720408163,522.5369218,279.6931761
5297,1.441376821,3.687755102,235.3415764,300.7105055
5298,1.556084452,3.781632653,148.2875325,442.7156407
5299,1.551160246,3.593877551,40.14442352,412.5479093
5300,1.503588894,3.218367347,2.727965746,121.7647854
5301,1.583893029,3.687755102,0,74.03857109
5302,1.487255477,3.218367347,0,121.7647854
5303,1.22983379,4.532653061,0,148.0721909
5304,1.022511507,4.720408163,0,95.4573799
5305,0.88997561,4.814285714,0,25.14111085
5306,0.802351114,4.43877551,0,41.44026426
5307,0.789359123,3.687755102,0,25.14111085
5308,0.858539828,3.593877551,0,33.29068755
5309,1.174326551,3.406122449,5.326754381,41.44026426
5310,1.775057759,3.406122449,35.36813007,74.03857109
5311,2.326349055,3.406122449,193.1008944,82.30367714
5312,2.655435533,3.593877551,378.8782784,82.30367714
5313,2.834553543,3.969387755,545.8341928,121.7647854
5314,2.998745053,4.532653061,687.4818661,121.7647854
5315,3.116969975,4.626530612,843.8896215,121.7647854
5316,3.090700213,3.406122449,902.6309734,300.7105055
5317,3.039061994,3.969387755,898.5798065,237.6585173
5318,2.946887004,3.781632653,823.0187925,279.6931761
5319,2.835828561,3.593877551,568.6118357,134.9184882
5320,2.735761651,3.687755102,461.177099,412.5479093
5321,2.655765279,3.875510204,315.9890505,503.0511033
5322,2.60599562,3.875510204,144.0466278,693.7406867
5323,2.531407082,3.875510204,42.87238927,412.5479093
5324,2.325074037,3.875510204,2.66337719,148.0721909
5325,2.227667077,4.063265306,0,161.2258937
5326,1.890358933,4.063265306,0,352.2124467
5327,1.571802343,3.969387755,0,108.6110827
5328,1.274041733,3.875510204,0,161.2258937
5329,1.203805841,3.687755102,0,1501.554844
5330,1.1431106,3.5,0,1630.304011
5331,1.160235407,3.781632653,0,216.6411879
5332,1.219875461,3.406122449,0,9.327210541
5333,1.458545594,3.406122449,5.326754381,25.14111085
5334,1.982907636,3.5,26.6337719,174.6065291
5335,2.481505525,3.687755102,53.26754381,174.6065291
5336,2.830882372,4.251020408,109.1984648,195.6238585
5337,3.007538279,4.344897959,127.8421051,134.9184882
5338,3.2485606,4.251020408,0,65.88899438
5339,3.379557682,4.063265306,0,0
5340,3.35823411,3.875510204,0,0
5341,3.271466953,3.875510204,0,0
5342,3.233985828,3.687755102,0,0
5343,3.06040755,3.687755102,0,0
5344,2.767834942,3.406122449,0,0
5345,2.710656991,3.124489796,0,0
5346,2.645455221,3.5,0,0
5347,2.558885913,3.5,0,0
5348,2.355740412,3.687755102,0,0
5349,2.266972797,3.781632653,0,0
5350,1.934984555,3.781632653,0,0
5351,1.559271997,3.687755102,0,0
5352,1.274635275,3.5,0,0
5353,1.142055412,3.687755102,0,0
5354,1.074721285,3.5,0,0
5355,1.098792741,3.406122449,0,0
5356,1.166720411,3.5,0,0
5357,1.438738853,3.406122449,0,0
5358,2.020256862,3.406122449,0,0
5359,2.532176489,3.781632653,133.0383423,3.036309224
5360,2.876453265,4.344897959,112.4838697,9.327210541
5361,2.99656873,4.43877551,173.1782646,18.76356252
5362,3.156231728,4.344897959,222.0971682,57.73941767
5363,3.286679234,4.251020408,398.4415694,108.6110827
5364,3.265729374,4.157142857,531.6064755,174.6065291
5365,3.186810171,3.875510204,351.6964347,352.2124467
5366,3.067596012,4.063265306,462.6855035,442.7156407
5367,2.955724196,3.875510204,445.5320584,573.6481642
5368,2.882938269,3.593877551,331.2610239,573.6481642
5369,2.829959083,3.593877551,0,412.5479093
5370,2.75110583,3.593877551,0,382.380178
5371,2.615382389,3.593877551,0,382.380178
5372,2.421271928,3.687755102,0,148.0721909
5373,2.316214862,3.781632653,0,121.7647854
5374,2.000889782,3.781632653,0,108.6110827
5375,1.660196246,3.875510204,0,57.73941767
5376,1.405896154,4.063265306,0,74.03857109
5377,1.240495576,3.875510204,0,74.03857109
5378,1.125875877,3.687755102,0,25.14111085
5379,1.159575915,3.5,0,57.73941767
5380,1.238099422,3.5,0,74.03857109
5381,1.507106184,4.251020408,0,74.03857109
5382,2.075412372,3.781632653,0,161.2258937
5383,2.55528069,4.251020408,0,382.380178
5384,2.827123268,4.532653061,0,412.5479093
5385,2.970496815,4.626530612,0,613.679005
5386,3.12804944,4.626530612,0,573.6481642
5387,3.281535197,4.344897959,857.5653448,573.6481642
5388,3.251880043,4.157142857,908.055562,733.7715276
5389,3.263421152,4.063265306,877.423715,653.7098459
5390,3.185425238,3.875510204,806.2023311,653.7098459
5391,3.134666342,3.781632653,665.4973104,1017.044992
5392,3.001470953,3.781632653,502.1074727,864.3989433
5393,2.925563431,3.687755102,304.8997866,915.2809597
5394,2.85203008,3.687755102,136.6076497,813.8332093
5395,2.752996374,3.593877551,40.40277774,1279.69323
5396,2.556511742,3.875510204,2.66337719,864.3989433
5397,2.451740455,3.969387755,0,653.7098459
5398,2.170379211,3.969387755,0,613.679005
5399,1.80662544,3.969387755,0,573.6481642
5400,1.466327599,3.875510204,0,533.6173233
5401,1.335660263,3.781632653,0,733.7715276
5402,1.267007152,3.593877551,0,613.679005
5403,1.313149605,3.5,0,693.7406867
5404,1.391958891,3.312244898,0,237.6585173
5405,1.632519568,3.312244898,5.326754381,174.6065291
5406,2.202320604,3.687755102,21.30701752,237.6585173
5407,2.684101449,3.687755102,71.93357798,533.6173233
5408,2.950887922,3.969387755,99.86022276,503.0511033
5409,3.064056738,4.157142857,502.9590044,472.883372
5410,3.198109467,4.157142857,707.8938712,915.2809597
5411,3.285316284,4.251020408,833.5629761,573.6481642
5412,3.247307565,4.063265306,701.009436,279.6931761
5413,3.119058366,3.969387755,694.7396532,33.29068755
5414,3.007670178,3.875510204,742.9755178,25.14111085
5415,2.912219711,3.875510204,610.8478643,33.29068755
5416,2.73690477,3.593877551,62.86440664,18.76356252
5417,2.642025863,3.781632653,10.58345087,237.6585173
5418,2.652445836,3.593877551,15.98026314,237.6585173
5419,2.466271261,3.781632653,45.27741224,174.6065291
5420,2.244769902,3.687755102,2.66337719,148.0721909
5421,2.14914357,3.687755102,0,33.29068755
5422,1.861693017,3.687755102,0,25.14111085
5423,1.568614799,3.781632653,0,15.61811186
5424,1.282571162,3.781632653,0,6.181759882
5425,1.115258057,3.687755102,0,0.002475629
5426,1.016971775,3.687755102,0,9.327210541
5427,0.957463619,3.406122449,0,2.147101078
5428,0.941459947,3.312244898,0,21.90901318
5429,0.972675899,3.124489796,5.326754381,3.036309224
5430,1.105189813,3.218367347,23.97039471,9.327210541
5431,1.372767676,3.687755102,69.24780695,1.718175988
5432,1.660877721,3.687755102,125.1787279,3.036309224
5433,1.94298639,3.875510204,110.158346,18.76356252
5434,2.120851366,3.875510204,131.5887481,41.44026426
5435,2.24547336,3.875510204,155.5833549,49.58984097
5436,2.172753382,3.969387755,451.3254556,134.9184882
5437,2.008386007,3.875510204,857.4711141,161.2258937
5438,1.89851465,3.781632653,644.0566433,95.4573799
5439,1.842084123,3.969387755,370.9862683,25.14111085
5440,1.753954017,3.781632653,303.5233736,3.036309224
5441,1.792116617,3.593877551,247.892218,21.90901318
5442,1.7457983,3.687755102,142.632388,21.90901318
5443,1.666549352,3.5,32.73558895,82.30367714
5444,1.547093379,3.687755102,2.66337719,1.718175988
5445,1.515569664,3.781632653,0,1.718175988
5446,1.316095335,3.687755102,0,25.14111085
5447,1.083954173,3.781632653,0,1.718175988
5448,0.875510754,3.406122449,0,1.289250898
5449,0.704416561,3.5,0,0
5450,0.604921211,3.406122449,0,0
5451,0.567264221,3.406122449,0,0
5452,0.566406881,3.406122449,0,2.576026168
5453,0.596765494,3.406122449,2.66337719,12.4726612
5454,0.659746974,3.218367347,21.30701752,25.14111085
5455,0.819212125,3.406122449,58.59429819,49.58984097
5456,1.113257598,3.5,135.8322367,82.30367714
5457,1.323195865,3.593877551,162.4660086,57.73941767
5458,1.524956433,3.875510204,361.4811059,21.90901318
5459,1.734938666,3.969387755,212.2390209,41.44026426
5460,1.732476563,4.063265306,255.1582372,21.90901318
5461,1.574594193,3.875510204,230.0173631,18.76356252
5462,1.445663518,3.969387755,355.5273634,74.03857109
5463,1.391189484,3.687755102,239.0929606,216.6411879
5464,1.393233909,3.312244898,236.5229055,300.7105055
5465,1.514404562,3.593877551,103.8717104,279.6931761
5466,1.600732057,3.687755102,37.28728066,258.6758467
5467,1.574836006,3.687755102,7.990131571,57.73941767
5468,1.547752871,3.687755102,0,41.44026426
5469,1.503522945,3.781632653,0,174.6065291
5470,1.351773849,3.687755102,0,216.6411879
5471,1.10760795,3.593877551,0,41.44026426
5472,0.907012485,3.687755102,0,18.76356252
5473,0.783269814,3.687755102,0,2.147101078
5474,0.741699839,3.312244898,0,9.327210541
5475,0.764826023,3.218367347,0,18.76356252
5476,0.866827443,3.124489796,0,12.4726612
5477,1.212093456,3.406122449,2.66337719,15.61811186
5478,1.902713416,3.406122449,13.31688595,12.4726612
5479,2.429405662,3.5,29.29714909,12.4726612
5480,2.720021777,3.969387755,87.89144728,1.718175988
5481,2.86343929,4.157142857,112.8659317,12.4726612
5482,3.050207408,4.344897959,179.5666915,9.327210541
5483,3.160210663,4.251020408,224.8641968,25.14111085
5484,3.094811046,4.063265306,176.8663482,18.76356252
5485,3.018529811,4.251020408,61.25767538,1.718175988
5486,2.958933723,4.063265306,123.3732762,0.431400719
5487,2.847963213,3.969387755,69.24780695,322.0447154
5488,2.682694533,3.969387755,51.04747662,300.7105055
5489,2.665591708,3.781632653,37.28728066,352.2124467
5490,2.621735494,3.781632653,15.98026314,148.0721909
5491,2.551301755,3.875510204,2.66337719,82.30367714
5492,2.409115293,4.063265306,0,82.30367714
5493,2.263829219,4.157142857,0,49.58984097
5494,1.904010416,4.063265306,0,108.6110827
5495,1.516229156,4.063265306,0,82.30367714
5496,1.242496035,4.157142857,0,82.30367714
5497,1.085492987,3.969387755,0,82.30367714
5498,1.007453108,3.969387755,0,95.4573799
5499,1.001979324,3.593877551,0,74.03857109
5500,1.088065006,3.406122449,0,49.58984097
5501,1.386265278,3.5,0,82.30367714
5502,1.987590028,3.5,10.80132649,82.30367714
5503,2.467634211,3.875510204,40.07795307,25.14111085
5504,2.754029578,4.063265306,83.32984429,57.73941767
5505,2.888653866,4.251020408,69.24780695,121.7647854
5506,3.028246326,4.251020408,150.2890368,121.7647854
5507,3.168036634,4.251020408,165.1293858,161.2258937
5508,3.125851133,4.251020408,150.2479387,148.0721909
5509,3.084852718,4.251020408,215.0611264,134.9184882
5510,2.952360787,4.251020408,167.792763,161.2258937
5511,2.801139285,4.157142857,141.1589911,65.88899438
5512,2.679111293,3.875510204,77.69562774,57.73941767
5513,2.624417428,3.875510204,61.25767538,41.44026426
5514,2.571746005,3.875510204,31.96052628,18.76356252
5515,2.481373627,3.969387755,8.054720127,3.036309224
5516,2.359785296,4.063265306,0,0.860325809
5517,2.230414961,4.251020408,0,0
5518,1.847557906,4.157142857,0,0
5519,1.435727173,4.063265306,0,0
5520,1.215566781,3.969387755,0,0
5521,1.059684869,3.875510204,0,0
5522,0.992240827,3.687755102,0,0
5523,1.000682324,3.5,0,0
5524,1.093011195,3.593877551,0,2.576026168
5525,1.399652964,3.593877551,0.064588556,2.147101078
5526,1.965145319,3.593877551,23.97039471,6.181759882
5527,2.458665121,3.969387755,85.36883879,21.90901318
5528,2.718878657,4.43877551,219.3130379,33.29068755
5529,2.816615363,4.626530612,250.8179094,57.73941767
5530,2.953262093,4.43877551,419.103591,65.88899438
5531,3.085929888,4.157142857,453.7081792,108.6110827
5532,3.006461109,4.157142857,608.6112521,134.9184882
5533,2.931498859,3.969387755,420.0412617,121.7647854
5534,2.816417515,3.875510204,645.7915128,65.88899438
5535,2.710393194,3.781632653,461.1950979,82.30367714
5536,2.614063405,3.687755102,386.8289433,74.03857109
5537,2.570251157,3.781632653,183.8206499,82.30367714
5538,2.533165727,3.781632653,101.2083332,15.61811186
5539,2.471261417,3.781632653,29.36173765,33.29068755
5540,2.369435861,3.969387755,0,49.58984097
5541,2.257410164,4.157142857,0,41.44026426
5542,1.864880561,4.157142857,0,1.289250898
5543,1.475098842,4.157142857,0,0.431400719
5544,1.238780897,4.063265306,0,15.61811186
5545,1.091142635,3.781632653,0,2.576026168
5546,1.006507836,3.593877551,0,0
5547,1.01220145,3.593877551,0,0
5548,1.11772016,3.5,0,0
5549,1.414645414,3.781632653,2.66337719,0
5550,1.997878103,3.781632653,32.02511484,0
5551,2.461984564,4.251020408,120.206128,0
5552,2.71538335,4.43877551,117.9990624,0.002475629
5553,2.830508659,4.720408163,171.5213367,1.718175988
5554,2.965176914,4.626530612,329.8487029,18.76356252
5555,3.060451516,4.532653061,650.7665035,12.4726612
5556,3.016749183,4.344897959,797.2241587,57.73941767
5557,2.946513292,4.063265306,833.2780099,49.58984097
5558,2.852359826,3.969387755,783.2811167,25.14111085
5559,2.765570686,3.781632653,642.9670495,108.6110827
5560,2.64013532,4.063265306,409.6489516,174.6065291
5561,2.615382389,3.875510204,310.6809247,279.6931761
5562,2.581572435,3.969387755,122.9377436,174.6065291
5563,2.497399281,3.781632653,26.95671468,108.6110827
5564,2.367567301,3.875510204,0,12.4726612
5565,2.248814786,3.875510204,0,0
5566,1.900647008,4.063265306,0,0
5567,1.518229615,4.157142857,0,0
5568,1.271645579,4.063265306,0,0
5569,1.137922596,3.969387755,0,0
5570,1.057618461,3.781632653,0,0
5571,1.065906076,3.687755102,0,0
5572,1.144825279,3.593877551,0,0
5573,1.434144393,3.875510204,2.66337719,0
5574,2.012936502,3.875510204,35.01143481,1.289250898
5575,2.474185164,5.002040816,181.3049563,2.147101078
5576,2.721538608,4.344897959,398.9789458,3.036309224
5577,2.843632549,5.095918367,606.8403326,6.181759882
5578,2.966935559,4.532653061,782.8139581,41.44026426
5579,3.056120852,4.344897959,924.2240134,95.4573799
5580,2.980521093,4.063265306,994.2944657,82.30367714
5581,2.877398536,3.875510204,962.5900067,108.6110827
5582,2.746577319,3.687755102,740.7845802,41.44026426
5583,2.631166229,3.593877551,559.5980158,65.88899438
5584,2.533913151,3.5,574.8044374,9.327210541
5585,2.474690775,3.406122449,346.6828782,195.6238585
5586,2.404784629,3.687755102,131.4752386,174.6065291
5587,2.30271726,3.781632653,24.4225146,74.03857109
5588,2.160179069,3.593877551,0,6.181759882
5589,2.047845609,3.781632653,0,0.002475629
5590,1.714824162,3.875510204,0,1.718175988
5591,1.399938744,3.875510204,0,9.327210541
5592,1.162169917,3.875510204,0,0
5593,0.992504624,3.687755102,0,0
5594,0.878962095,3.781632653,0,0
